Var1	l_pac	n_butanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	s_reticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelic_acid	cinnamate	mandelic_acid	coumaric_acid	rosmarinic_acid	salidroside	tyrosol	vanillin_beta_glucoside	beta_ionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	adipic_acid	cis_muconate	itaconic_acid	caffeic_acid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaric_acid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	beta_carotene	artemisinic_acid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	beta_amyrin	glycyrrhetinic_acid	lycopene	miltiradiene	nootkatone	squalene	taxadien_alpha_yl_acetate	valencene
D-glucose 6-phosphate	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.880975097552734	0.752131187447388	0.763535845269711	0.888392525699825	0.796354514805793	1.46415494642303	1	0.831963792206877	0.744305874575321	0.819682741574094	1	1	1	0.990641435376579	1.28941827394271	1	1	0.868256556455018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
D-fructose 6-phosphate	1.01243785018768	0.746188407928203	1.20050257698955	1.0676959308657	0.986346749999822	1.20055846213071	0.966107958085793	1.12626630119565	1.20054816267345	1.20054816267345	1.20054816267345	0.76743726346417	1.1325081902166	1.17692019693039	1.19120352868013	1.1980173030095	0.561869545164578	0.653139347198658	0.716818971433892	0.743218059365671	0.670308940615915	0.819185524268664	0.633815436084029	1.02440297274263	0.901612586955839	0.698705221262826	0.721206610897012	0.614241258840648	0.514271349520495	0.756329265136157	0.545068174803609	0.505893084480698	0.78964377215118	0.907001631559799	0.623698929957836	0.680008661577317	0.901040507223139	0.953791916791764	0.879358813193347	0.907001631560142	1.1346945191935	0.789643772151179	0.953705303310839	1.20054816267345	1.19963145426327	1.15395163753225	1.15449903104889	1.19836334965427	1.20054816267345	0.907001631560111	0.934517867026517	1.19992544093659	1.19927736546457	1.20009177354856	0.898454339939028	0.874155374209256	0.8911093671142	0.89880626120261	0.99952741833442	0.422340951281192	1.20054816267345	1.20054816267345	1.20054816267345	1.20054816267345	1.20054816267345	1.17382817973335	1.13498221267234	1.0315288764688	1.20054816267345	1.20056171179242	1.08676121197156	1.18532181026627	1.20056171179242	1.2005584621307	1.04028458082648	1.1853218102661	1.20056171179242	1.19966888781075	1.15064350677995	1.20054816267345	1.20054816267345	1.20054816267345	1.20054816267345	0.580447603231881	0.702469122837357	0.702469122838718	0.702469122837058	0.702469122837367	0.757006963959551	1.20054816267345	1.20054816267345	1.20054816267345	1.20054816267345	0.702469122837109	0.660095156561766	1.20054816267345	1.20054816267345	1.20054816267345	1.20054816267345	0.678568622745496	1.20054816267345	1.20054816267345
ribose-5-phosphate	1.33316310673936	3.04252585477948	0.233574738046592	0.970893383938568	2.66142440071193	0.233450170826303	1.62510019343949	0.593699511388795	0.245375647559592	0.244698505826789	0.236087074287943	2.90447547060065	9.00425634377789	8.2393298977791	0.356574096304471	0.269147479608648	4.22842124633084	2.65482385659318	1.17767646890218	1.10211627502658	2.60568057517986	0.884680112428173	7.95054033441179	1.24970054251691	0.648755111803035	1.22952214168009	4.11654574189316	3.89114679540525	4.53495418508863	2.97607743886822	4.25902995153826	6.98579292929754	3.48704327606746	2.00576655804358	2.73908902666421	3.46760394966201	5.09255252089924	2.85495071584285	2.18378663285434	2.00576655804136	2.14928901536917	3.48704327606746	2.84623223754694	0.93312681932097	1.5440777663104	0.193706640424656	0.193706640424713	0.242830318488671	0.233450170826298	2.00576655804157	5.2748611090134	0.250905786264393	0.263426627209282	0.247692234342681	2.0608112164278	2.21727591314141	2.10811292765079	2.05854483935872	0.97529478797767	5.12698702902627	0.245493754515219	0.241587427913965	0.244535780787397	0.247506705877019	0.244534980762563	2.57437879313514	2.86028563191267	1.2038096388612	0.242031639712782	0.233450170826316	0.845081609843824	0.298880267324354	0.23345017082628	0.233450170826253	1.14742280000447	0.298880267325114	0.233450170826277	0.237225197785327	0.369878054362818	0.351124015872352	0.233450170826295	0.268430646684912	0.233450170826277	4.10877833426825	3.32295831545819	3.32295831544945	3.32295831546009	3.32295831545812	2.97164672186365	0.233450170826281	0.233450170826264	0.233450170826263	0.233450170826277	3.32295831545977	3.59584715574967	0.233450170826285	0.233450170826273	0.233450170826276	0.233450170826302	3.47644581608722	0.233450170826265	0.233450170826295
D-erythrose 4-phosphate	1.34640524853325	5.06898053403722	15.3088472051871	0.982264035783244	9.57690499643466	0.478534342859949	1.63949436427828	0.603026578805584	15.3575245023561	15.3208734299937	15.3201689124292	12.3863587203511	0.562610953879417	0.478534342859953	15.1869020517054	15.2752317267062	4.25744073527893	2.6753178117098	1.1901674430085	1.11419787441396	2.62590827876928	0.895583672647156	7.99972575170802	1.26258173312991	0.658380462876746	1.24229400849774	0.710699177317197	3.91833897785128	4.56563442726173	2.99779101827374	4.2882152742336	7.02975147808543	9.46292610760579	2.02274401015028	2.76003951886138	3.4925014353298	7.66319018111057	9.90099574575139	2.20172857319694	2.02274401014806	10.3351755042391	9.46292610760511	9.85194014227669	18.123433753735	20.5567353423431	14.2926177915166	14.2997064311836	15.318995121074	15.3095641530641	2.02274401014825	1.01866499178935	15.3063112330861	15.3021150073742	15.3073882205872	2.07808689290905	13.0774148062933	2.12564487828569	2.07580823692129	0.992793766743023	5.16087482357162	15.3579994897275	15.3422895275656	15.3541468341376	15.3660949187472	15.3541436167006	13.9072973015125	14.6259369080959	1.21644219888146	15.344076001474	0.478534342859954	0.85581322348744	0.478534342859958	0.478534342859954	0.478534342859955	1.15974986390142	0.478534342859954	0.478534342859955	15.3019731939942	0.75818900048924	15.7755001254134	15.3095641530641	15.4502441340916	15.3095641530641	4.13714961440438	3.34707213101061	3.34707213100177	3.34707213101256	3.34707213101055	12.3188235445042	15.3095641530641	15.3095641530641	15.3095641530641	15.3095641530641	3.34707213101222	3.6214394454374	15.3095641530641	15.3095641530641	15.3095641530641	15.3095641530641	11.8101273794988	15.3095641530641	15.3095641530641
glyceraldehyde 3-phosphate	1.13289372543819	1.06243531618642	1.18430077378912	1.14527317980366	0.989331853711063	0.657439497717438	1.11899154677106	1.16042460609581	1.18342076829298	1.18392700038919	1.18416699002948	1.06758991616138	1.16203930514743	1.17623806415471	1.1744378977461	1.18151099622439	1.01442218541177	0.919241080480307	0.807127860923679	0.825338836095946	0.931085241167165	0.877743738146496	0.8923402118554	1.13407383002534	0.934604687132755	0.794632389280172	0.660310005805879	1.02797009632792	1.00210912423633	1.06472440818231	1.00073152308729	0.903661865971467	0.923003610090362	1.10370356332717	0.89893209447122	1.04498330538529	0.937550786074101	0.973784412924306	1.09655271004372	1.10370356332726	1.02992070869878	0.923003610090363	0.973929958959078	1.1281684858747	1.07908614962753	1.13954022968619	1.14010664526276	1.18136451812477	1.1843788325399	1.10370356332725	0.844115995306531	1.1832309663032	1.18239272098473	1.18344610719237	1.10149248529812	1.09520455705032	1.09959243218686	1.10158352295173	0.998802215136357	0.978327873664001	1.18341127986296	1.18372510478897	1.18348824117852	1.18324956417027	1.1834883054506	0.996324889405626	0.973355818540943	1.13591721268561	1.18368941787665	1.18439241860273	1.14930645234373	1.17913592131301	1.18439241860273	1.18438948990584	1.13818220449741	1.17913592131295	1.18439241860273	1.18407555591277	1.098909246446	1.17492519758196	1.1843788325399	1.18156858486513	1.18437883253991	1.01922809795547	1.0507935473447	1.05079354734505	1.05079354734463	1.0507935473447	1.06489172741408	1.1843788325399	1.18437883253991	1.18437883253991	1.1843788325399	1.05079354734464	1.03983192932668	1.1843788325399	1.18437883253991	1.18437883253991	1.1843788325399	1.04448270484584	1.18437883253991	1.1843788325399
3-phosphonato-D-glycerate(3-)	1.13289372543819	1.06243531618642	1.17479867846887	1.14527317980366	0.895605000761199	0.647942469938361	1.11899154677106	1.16042460609581	1.17296567626699	1.1739781404594	1.17445811973998	1.06758991616138	1.16203930514743	1.17081821359965	1.16487490604093	1.17195171128206	1.01442218541177	0.919241080480307	0.807127860923679	0.825338836095946	0.931085241167165	0.877743738146496	0.864909117682311	1.13407383002534	0.934604687132755	0.794632389280172	0.632199661034482	1.02797009632792	1.00210912423633	1.06472440818231	1.00073152308729	0.903661865971467	0.864717740981766	1.10370356332717	0.89893209447122	1.04498330538529	0.836178193381224	0.881353180040005	1.09655271004372	1.10370356332726	0.900434124108325	0.864717740981767	0.882091942552718	1.06246111143041	0.964770721063023	1.13954022968619	1.14010664526276	1.1711139117419	1.17488180476083	1.10370356332725	0.791397736666794	1.17341720524823	1.17241131086607	1.17367537431524	1.10149248529812	1.09520455705032	1.09959243218686	1.10158352295173	0.998802215136357	0.978327873664001	1.17294669940694	1.17357434925896	1.17310062203807	1.17262326802157	1.17310075058222	0.812592844283493	0.786752639560725	1.13591721268561	1.17350297543432	1.17489539082365	1.14930645234373	1.17226714217879	1.17489539082366	1.17489246212677	1.13818220449741	1.17226714217876	1.17489539082366	1.17473016644726	1.08386217175455	1.15597453484494	1.17488180476083	1.16926130941127	1.17488180476083	1.01922809795547	1.0507935473447	1.05079354734505	1.05079354734463	1.0507935473447	1.06489172741408	1.17488180476083	1.17488180476083	1.17488180476083	1.17488180476083	1.05079354734464	1.03983192932668	1.17488180476083	1.17488180476083	1.17488180476083	1.17488180476083	1.04448270484584	1.17488180476083	1.17488180476083
phosphoenolpyruvate	1.96532005612716	1.58998606001779	2.14311999145729	1.89391009048604	1.49629409936433	0.499427761093244	2.02181347234089	1.75540781993274	2.13570869742412	2.13505064236522	2.13619755119468	1.63489251853939	0.499427761093251	0.499427761093249	2.1268873355366	2.12694491659926	1.07512062620432	1.35563964549404	0.927717357576191	0.927717357574772	1.35563964549415	1.07035812021429	0.499427761093254	1.99628562550905	1.35563964549451	0.499795069655571	0.49979506965565	1.32168565534696	1.4004857912618	1.92260008125786	1.78356193341313	0.899772262102393	1.48380614390985	1.6824135288627	0.499795069654614	1.2698452534732	1.02421302606678	1.53181002640195	1.7259917987474	1.68241352886271	1.58320411425655	1.4838061439098	1.53025903174045	2.11406037756673	2.06919321533924	2.08335381969652	2.084389363703	2.13268326389257	2.13575195182269	1.68241352886271	0.86977392821233	2.13870656716493	2.13909964724321	2.13929690464595	1.53636008799992	1.5961799479283	1.51871113865561	1.52448968799888	0.999160624678805	1.6422568944065	2.13885007959883	2.1387473698516	2.13761642628638	2.14058550090085	2.13761632520145	1.48029825596153	1.5327894935172	1.97943222142251	2.13666998679558	1.49852184818537	1.79541803173984	1.60140842421481	2.13583245870828	2.16546288337899	1.91298577472183	1.6014084242148	2.16546823774182	2.16516616781335	2.00925094064816	2.15680163908349	2.13601716927308	2.13808214330799	2.13551414097968	1.77277079539015	1.85431168501064	1.85431168501067	1.85431168501064	1.85431168501064	1.95030348300052	2.13548835116353	2.13506815706468	2.13545353066089	2.13577192243275	1.85431168501063	1.82599527887138	2.13567090223026	2.13570614481777	2.13594958324824	2.13108925113009	1.83920956479287	2.15476534364667	2.13108693022077
pyruvate	1.32507509832114	1.69541083054074	2.54746427222413	1.53462208915509	0.499987540601774	0.499987540601768	2.7591086269476	2.36373343939018	2.53964136895382	2.55175557200723	2.55443200038018	2.00282312372545	0.499987540601775	0.499987540601773	2.55070897328894	2.53233881468077	1.14068952195163	1.1355254803312	0.976777257482072	0.818029034628674	1.13552548033137	1.1355254803309	0.499987540601778	2.1658754778186	1.4530219260345	0.500532588926226	0.500532588926344	1.11006083252081	1.50279598278875	2.61188610582967	2.08801481743868	0.797022679259829	0.499987540601775	1.81655992016799	0.500532588924805	1.0715979064163	0.499987540601772	0.499987540601773	2.32008307371996	1.81655992016801	0.502163066031854	0.499987540601773	0.502163066031858	1.56992005767185	1.59216451994092	3.13990950548352	3.14085842206846	2.54515429971125	2.55048265991825	1.816559920168	0.912154404981345	2.55012991202548	2.54671665121213	2.54999151694484	1.26933827909164	1.21127724212236	1.25624366157487	1.26053104956471	1.00066473556413	2.19582904321012	2.54153495336525	2.55141620358258	2.54786425845277	2.55074976807401	2.54605308806799	0.499987540601774	0.499987540601773	2.14711893236679	2.54889584551932	1.21747643502931	1.01065558781763	1.27925710872165	2.31916870296695	1.80063038027114	2.03482558527802	1.27925710872185	2.96022800919267	1.88683383878137	2.58050322182805	2.48624470780797	2.55314146716464	2.51895557404106	2.54635099465659	2.38949831843564	2.51049665558613	2.51049665558617	2.51049665558612	2.51049665558612	2.57693636070834	2.54398016944088	2.53110333606008	2.5452325434187	2.54919928807929	2.51049665558612	2.4684780061346	2.54765855344675	2.54967636783726	2.55395883715748	2.46845758917874	2.48966170361	2.58846019389832	2.46841676142143
acetyl-CoA	0.49241668948941	1.16940539770474	0.637344037541668	0.499880556287017	0.499880556287019	0.499880556287013	1.74701902262387	0.499880556287019	0.572699343957805	0.567655562325621	0.566347206287907	1.59355845651085	0.49988055628702	0.499880556287018	0.605513299615691	0.582298175870808	1.20727412528014	0.500783231065412	1.02660088983838	0.50078323106553	0.500783231065662	1.20187344275743	0.499880556287023	2.3391731568306	1.55241854860533	0.500783231065773	0.500783231065968	0.499880556287019	0.499880556287015	1.66574546043638	2.60405386614244	0.499880556287016	0.49988055628702	1.95349684206303	0.500783231063417	0.499880556287018	0.499880556287017	0.499880556287018	0.499880556287019	1.95349684206305	0.502055616211304	0.499880556287018	0.502055616211308	0.853451008521673	1.87251986792783	0.867574345128773	0.866762774637923	0.572618662698385	0.594317938478805	1.95349684206305	0.954950460394214	0.624335781183673	0.651629024765085	0.628038033291306	2.86691504623425	4.12761338716533	3.00480827023427	3.01900927528842	1.00122578364529	3.3084266695268	0.604579976514138	0.589799336114377	0.602098083654213	0.610585136680557	0.602095132247036	0.499880556287018	0.499880556287017	2.31846421567642	0.566531870869725	0.499880556287018	0.358571484036513	0.499880556287023	2.51064450565677	0.499880556287019	2.23681739978662	0.499880556287018	5.292282488016	4.61962954291914	1.05735874660732	0.95534399262989	0.585344473004752	0.583001569151777	0.611046961658782	3.62916955107086	3.82955939233243	3.8295593923325	3.82955939233241	3.82955939233242	3.67780970393058	0.613158843380572	0.643174097949767	0.615635698514087	0.592614673826851	3.82955939233241	3.75997074597653	0.600121603784899	0.51731376229711	0.580203823580111	0.927370269886942	3.79773303185471	0.689046265302211	0.927536044784092
2-oxoglutarate	0.301788374236165	0.783263341175704	0.269056118695194	0.373379411593585	0.906912423644459	0.811243235472305	0.84868039858539	1.20916902525259	0.269613196032878	0.266992393396826	0.266915937711232	0.69097722511382	1.57562052879986	1.56147214919541	0.280892845902099	0.275324410322338	0.883138959362269	0.937127463354579	1.06815228682612	0.836236818729817	0.949853091102505	1.06019629713594	0.891660659845636	0.741019804607077	0.702152719652735	0.80324513430635	0.974346309896503	1.06685697550972	1.55829244607726	1.08860777524302	1.27616433601138	0.933297468226303	1.0665656583024	1.49583573639695	0.91530704038684	1.08513634295393	0.997274691127678	1.09384566617702	1.14054364991486	1.49583573639802	0.910751882150738	1.06656565830234	0.891044637311531	0.53996765747717	0.93484927298267	0.148487546256709	0.14818446872973	0.267951179412996	0.264491788915942	1.49583573639793	1.13914330884255	0.269442246403854	0.271834762312195	0.269234411356171	0.536465762854459	1.01030726557076	0.544796253723346	0.543539582703525	0.997470707661037	0.341901457592005	0.270730629162842	0.268710467137464	0.27037185999815	0.27157896127976	0.270371455315765	1.10595465897704	1.0936154205424	0.313064297743521	0.267623828681301	0.671536354379508	0.44902983962329	1.88107198977836	1.34681800814474	0.472281635155534	0.366115927391499	0.585845585007988	0.440549176073455	1.14562580914661	20.5742633609047	0.313903662199665	0.264647652137577	0.276429070393593	0.264352032033126	0.309145038897432	0.295139633803176	0.295139633807405	0.295139633802242	0.295139633803204	0.273683039220608	0.264336875851568	0.264089935818527	0.264316412508321	0.264503525261403	0.295139633802403	0.300003239543784	0.264444157621049	0.264464869015486	0.264607933123778	0.261751608922429	0.297596386310133	0.275665595539977	0.261750244968423
