rxns	l_pac	n_butanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	s_reticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelic_acid	cinnamate	mandelic_acid	coumaric_acid	rosmarinic_acid	salidroside	tyrosol	vanillin_beta_glucoside	beta_ionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	adipic_acid	cis_muconate	itaconic_acid	caffeic_acid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaric_acid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	beta_carotene	artemisinic_acid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	beta_amyrin	glycyrrhetinic_acid	lycopene	miltiradiene	nootkatone	squalene	taxadien_alpha_yl_acetate	valencene
arm_r_0354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160897078102374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0354No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160897078102374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0354No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0355No1	0.00289581475030164	0.00293213535509195	0.00294127702595196	0.00293970842009015	0.00293970842009016	0.00293970842009012	0.00293970842009014	0.00293970842009016	0.00293970842009018	0.00293970842009015	0.00293970842009014	0.00293970842009013	0.00293970842009016	0.00293970842009015	0.00294084833819055	0.00293970842009014	0.00293970842009015	0.00297326022629135	0.00297326022642421	0.00297326022632213	0.00297326022630069	0.00297326022627314	0.00293970842009018	0.00293970842009015	0.00297326022633384	0.00297326022630478	0.00297326022631197	0.00293970842009016	0.00293970842009014	0.00293970842009015	0.00297326022627323	0.00293970842009014	0.00293970842009016	0.00293970842009016	0.00297326022621715	0.00293970842009015	0.00293970842009015	0.00293970842009015	0.00293970842009016	0.00293970842009016	0.00295249955967981	0.00293970842009015	0.00295249955967984	0.00293970842009016	0.00293970842009014	0.00400156547619922	0.00400156547619925	0.00293970842009017	0.0039264367274063	0.00293970842009015	0.00293970842009016	0.00293970842009016	0.00293970842009016	0.00293970842009015	0.00293970842009015	0.00293970842009017	0.00293970842009015	0.00293970842009016	0.00594922473259788	0.107331452993087	0.00293970842009014	0.00293970842009016	0.00293970842009016	0.00293970842009017	0.00293970842009015	0.00293970842009015	0.00293970842009015	0.00293970842009018	0.00293970842009016	0.00293970842009015	0.00296019942563931	0.00293970842009018	0.00293970842009015	0.00293970842009016	0.00293970842009016	0.00293970842009015	0.00293970842009016	0.00293970842009016	0.00465766903047593	0.00293970842009014	0.00363994409318942	0.00293970842009015	0.00442537577116623	0.119253247264477	0.126701601067674	0.126701601067676	0.188582547391464	0.188582547391464	0.172544224088682	0.00500380696784907	0.00619621879288184	0.00510223134349201	0.00418838854574351	0.126701601067673	0.12411503851799	0.00448587139902459	0.00402398987284937	0.00350589873666387	0.0174865032266682	0.125503099188037	0.00452801072142929	0.0174930889735886
r_0356No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0357No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0358No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0359No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0360No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0361No1	0.0282821584810924	0.0286368859721039	0.0287261686805429	0.0287108487918748	0.0287108487918749	0.0287108487918746	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918748	0.0287108487918747	0.028710848791875	0.0287108487918749	0.0287219818743235	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918748	0.0287108487918751	0.0287108487918748	0.028710848791875	0.0287108487918749	0.028710848791875	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0288357742681992	0.0287108487918749	0.0288357742681994	0.028710848791875	0.0287108487918747	0.0390815430988966	0.0390815430988969	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0573934844849781	0.0287108487918749	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0289109754976035	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0454894200876194	0.0287108487918747	0.0287108487918747	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918748	0.0287108487918747	0.0287393710145849	0.0287108487918749	0.028710848791875
arm_r_0362	0.0282821584810924	0.0286368859721039	0.0287261686805429	0.0287108487918748	0.0287108487918749	0.0287108487918746	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918748	0.0287108487918747	0.028710848791875	0.0287108487918749	0.0287219818743235	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918748	0.0287108487918751	0.0287108487918748	0.028710848791875	0.0287108487918749	0.028710848791875	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0288357742681992	0.0287108487918749	0.0288357742681994	0.028710848791875	0.0287108487918747	0.0390815430988966	0.0390815430988969	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0573934844849781	0.0287108487918749	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0289109754976035	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0454894200876194	0.0287108487918747	0.0287108487918747	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918748	0.0287108487918747	0.0287393710145849	0.0287108487918749	0.028710848791875
r_0362No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0362No2	0.0282821584810924	0.0286368859721039	0.0287261686805429	0.0287108487918748	0.0287108487918749	0.0287108487918746	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918748	0.0287108487918747	0.028710848791875	0.0287108487918749	0.0287219818743235	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918747	0.0287108487918748	0.0287108487918751	0.0287108487918748	0.028710848791875	0.0287108487918749	0.028710848791875	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0288357742681992	0.0287108487918749	0.0288357742681994	0.028710848791875	0.0287108487918747	0.0390815430988966	0.0390815430988969	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0573934844849781	0.0287108487918749	0.0287108487918747	0.0287108487918749	0.0287108487918749	0.028710848791875	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0289109754976035	0.0287108487918751	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0454894200876194	0.0287108487918747	0.0287108487918747	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918747	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918749	0.0287108487918748	0.0287108487918749	0.0287108487918748	0.028710848791875	0.0287108487918748	0.0287108487918748	0.0287108487918747	0.0287393710145849	0.0287108487918749	0.028710848791875
r_0362No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0362No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0363No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0364	0	0	0.000261374304445468	0	0	0	0	0	0.000261234911500685	0.000261234911500683	0.000261234911500682	0.000261234911500681	0	0	0.000261336209439635	0.000261234911500681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261234911500684	0.000261234911500681	0	0	0.000261234911500684	0.000261234911500681	0	0	0.000261234911500683	0.000261234911500683	0.000261234911500682	0	0	0	0	0	0	0.000261234911500681	0.000261234911500683	0.000261234911500683	0.000261234911500684	0.000261234911500683	0	0	0	0.000261234911500683	0	0	0	0	0	0	0	0	0.000261234911500683	0	0.000261234911500681	0.000261234911500681	0.000261234911500683	0.000261234911500682	0	0	0	0	0	0.000261234911500683	0.000261234911500682	0.000261234911500683	0.000261234911500683	0.000261234911500682	0	0	0.000261234911500684	0.000261234911500682	0.000261234911500682	0.000261234911500681	0	0.000261234911500683	0.000261234911500684
r_0364No1	0	0	0.000261374304445468	0	0	0	0	0	0.000261234911500685	0.000261234911500683	0.000261234911500682	0.000261234911500681	0	0	0.000261336209439635	0.000261234911500681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261234911500684	0.000261234911500681	0	0	0.000261234911500684	0.000261234911500681	0	0	0.000261234911500683	0.000261234911500683	0.000261234911500682	0	0	0	0	0	0	0.000261234911500681	0.000261234911500683	0.000261234911500683	0.000261234911500684	0.000261234911500683	0	0	0	0.000261234911500683	0	0	0	0	0	0	0	0	0.000261234911500683	0	0.000261234911500681	0.000261234911500681	0.000261234911500683	0.000261234911500682	0	0	0	0	0	0.000261234911500683	0.000261234911500682	0.000261234911500683	0.000261234911500683	0.000261234911500682	0	0	0.000261234911500684	0.000261234911500682	0.000261234911500682	0.000261234911500681	0	0.000261234911500683	0.000261234911500684
r_0364No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0365No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0366	1.60154657854583	1.29280505731234	1.74749462435842	1.54262555106517	0.942583151311195	0.396214464680418	1.64780685664806	1.42876212296357	1.73924946337558	1.74018933102967	1.74133371626597	1.32968587460659	0.396214464680423	0.396214464680421	1.73415176972748	1.73420467870192	0.869494526395728	1.10011065316697	0.748313542052804	0.748313542051881	1.10011065316707	0.865579245756557	0.396214464680425	1.62678900430595	1.10011065316736	0.396516430936353	0.396516430936418	1.07219690344699	1.13697889997522	1.56624301818399	1.45190776428217	0.725339735511138	0.935738876424983	1.36875314130661	0.396516430935566	1.02957864276484	0.611940841945371	0.962056399484314	1.40457906083837	1.36875314130662	0.99126575985234	0.935738876424985	0.962248143644052	1.59688549499132	1.45005624571395	1.71273587726427	1.71358720331154	1.73722325367073	1.74144498760043	1.36875314130662	0.70067795112007	1.74349151291015	1.7435626885021	1.74404150399811	1.24868185730358	1.29786007144254	1.23417256538579	1.23892314048503	0.792693874263126	1.3357401658374	1.74181061804672	1.74243370098691	1.7409699353075	1.74287272731336	1.74096999710705	0.79942187023713	0.820998528257028	1.61293373423125	1.74064541723663	1.21757484597876	1.46155457495794	1.30215842865612	1.74151117272464	1.76587049705654	1.55830776906632	1.30215842865611	1.76587489890573	1.76562656566582	1.62905141846972	1.73743673760253	1.7416630242288	1.73702492103885	1.74124948208477	1.44303631427991	1.51007149850867	1.5100714985087	1.51007149850867	1.51007149850867	1.58898684874156	1.74122828014443	1.74088283641725	1.74119965403034	1.74146140554155	1.51007149850867	1.48679243556152	1.74137835631414	1.74140732942638	1.74160746141059	1.73761175740897	1.49764169462895	1.75707599468984	1.7376098493775
r_0366No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0366No2	1.60154657854583	1.29280505731234	1.74749462435842	1.54262555106517	0.942583151311195	0.396214464680418	1.64780685664806	1.42876212296357	1.73924946337558	1.74018933102967	1.74133371626597	1.32968587460659	0.396214464680423	0.396214464680421	1.73415176972748	1.73420467870192	0.869494526395728	1.10011065316697	0.748313542052804	0.748313542051881	1.10011065316707	0.865579245756557	0.396214464680425	1.62678900430595	1.10011065316736	0.396516430936353	0.396516430936418	1.07219690344699	1.13697889997522	1.56624301818399	1.45190776428217	0.725339735511138	0.935738876424983	1.36875314130661	0.396516430935566	1.02957864276484	0.611940841945371	0.962056399484314	1.40457906083837	1.36875314130662	0.99126575985234	0.935738876424985	0.962248143644052	1.59688549499132	1.45005624571395	1.71273587726427	1.71358720331154	1.73722325367073	1.74144498760043	1.36875314130662	0.70067795112007	1.74349151291015	1.7435626885021	1.74404150399811	1.24868185730358	1.29786007144254	1.23417256538579	1.23892314048503	0.792693874263126	1.3357401658374	1.74181061804672	1.74243370098691	1.7409699353075	1.74287272731336	1.74096999710705	0.79942187023713	0.820998528257028	1.61293373423125	1.74064541723663	1.21757484597876	1.46155457495794	1.30215842865612	1.74151117272464	1.76587049705654	1.55830776906632	1.30215842865611	1.76587489890573	1.76562656566582	1.62905141846972	1.73743673760253	1.7416630242288	1.73702492103885	1.74124948208477	1.44303631427991	1.51007149850867	1.5100714985087	1.51007149850867	1.51007149850867	1.58898684874156	1.74122828014443	1.74088283641725	1.74119965403034	1.74146140554155	1.51007149850867	1.48679243556152	1.74137835631414	1.74140732942638	1.74160746141059	1.73761175740897	1.49764169462895	1.75707599468984	1.7376098493775
r_0366No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0366No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0366No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0368No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0368No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0369No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arm_r_0370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0370No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0370No2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0370No3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0370No4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0370No5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0373No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000986728307316168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108428145275922	0.000566190316573722	0	0	0	0
r_0399No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0400No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0402No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744359916201247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_0410No1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
