Row	l_pac	n_butanol	docosanol	rrbutanediol	phenylethanol	glycerol	methylbutanol	isobutanol	s_reticuline	psilocybin	cinnamoyltropine	choline	hypoxanthine	xanthine	nicotianamine	ergothioneine	glutathione	alanine	arginine	asparagine	aspartate	citrulline	cysteine	glutamate	glutamine	glycine	histidine	homoserine	isoleucine	leucine	lysine	methionine	phenylalanine	proline	serine	threonine	tryptophan	tyrosine	valine	ornithine	hydroxymandelic_acid	cinnamate	mandelic_acid	coumaric_acid	rosmarinic_acid	salidroside	tyrosol	vanillin_beta_glucoside	beta_ionone	putrescine	spermine	ara	dha	epa	ffas	laurate	oleate	palmitoleate	triacylglycerol	ergosterol	catechin	genistein	kaempferol	naringenin	quercetin	adipic_acid	cis_muconate	itaconic_acid	caffeic_acid	succinate	lactate	malate	oxoglutarate	acetate	citrate	fumaric_acid	glycolate	hexanoate	pyruvate	resveratrol	astaxanthin	betaxanthin	beta_carotene	artemisinic_acid	farnesene	amorphadiene	geraniol	limonene	linalool	lupeol	oleanolate	patchoulol	protopanaxadiol	santalene	beta_amyrin	glycyrrhetinic_acid	lycopene	miltiradiene	nootkatone	squalene	taxadien_alpha_yl_acetate	valencene
l_pac	0	4.73237529857925	3.28854967871208	2.88581163441251	4.59984313174889	5.69401234504963	3.17106170650667	3.63857431173877	3.31569323798528	3.33286927698588	3.34217716969545	7.34240674086498	19.527799545467	21.9278935175643	3.26748454676907	3.27736701936215	6.31838481434214	3.2398739630656	5.34720014066321	5.2158771666627	3.84510286109541	5.16257114505889	8.70848516105448	3.75463732743604	3.57848289044528	4.6146206736108	7.61507674831966	4.88402103456276	4.62057044744561	2.91931172370894	5.22235241610042	7.79090841194247	4.77348692414251	5.14500009403029	4.86532649841049	6.15060093664219	6.74526053556349	4.76641604192818	3.08887791921116	5.3827750010969	4.77427380630525	4.73098888564762	4.6727163516495	3.33097452605364	5.49065137705511	3.7995781056919	3.79951186250644	3.32830430739229	3.32337015612694	5.4789976870561	7.69919569069116	3.29480717274916	3.26924315068979	3.29475213553461	6.40118603011145	8.21847297325669	6.41277562665869	6.34658279856923	11.3851118494281	5.60401838549722	3.2995255469784	3.31983432744825	3.30202946205962	3.30004366163303	3.30110715077654	4.42895369195209	4.42940764248357	3.75334201965568	3.33719352890263	4.46774050117714	2.90076434273193	4.92104923958651	4.60674375704925	3.4639980710385	4.57612591765083	5.10806384367203	9.86434293603276	6.66239423587896	44.4747796630154	3.0516278363339	3.33142465152522	3.29157759687777	3.30928776545156	4.96736822465324	4.86988183224644	4.86959317627523	4.81354864145466	4.87205267325507	4.72539505967102	3.30721758361598	3.28031626412441	3.30622497264154	3.32444666485938	4.86979316533624	4.86536426647959	3.31703511858996	3.32148312425867	3.33567308744399	3.09633979619	5.13914214320527	3.27453237394978	3.10275932380106
n_butanol	4.73237529857925	0	6.31848737538211	5.52890302080942	3.56158894271656	4.64408210593253	4.10843520981013	4.67670981937374	6.38834947466931	6.41723974212017	6.43384156658188	5.06483960787356	17.0569069708268	19.3465513809735	6.29665877598992	6.31003044042213	4.21319084742567	5.37095389037038	3.71871272133921	4.11669181002815	4.19777554262727	3.63397440665193	6.37417436305103	4.39782126014458	3.77348795955704	5.56443041629397	5.64836987010536	3.21630824892788	2.7317302194426	4.05206413217425	3.67589692380636	4.74789002204806	3.73309103167533	3.70406108270887	4.86988086819125	3.60088564571904	4.9497250392549	3.83364306539495	4.13547752065278	3.86622401194548	3.86921579550071	3.68712567434685	3.82913630177687	4.83416055158677	4.46310440080942	5.48105344833679	5.48404259051311	6.41154020076429	6.40482047544881	3.80220742115935	5.36718898850489	6.3403018944041	6.289150557262	6.33976978148216	4.43008965497764	6.08027504447655	4.41092000696838	4.38207812224132	8.44612258780647	3.4624761802791	6.35647990152548	6.3917208976045	6.36342781015043	6.35271978413444	6.36207138343317	3.96166994701356	4.32273574465682	4.31238317786807	6.42715542690201	4.94548360079189	6.25324451070304	4.96498899026364	5.01728774646493	5.3506652695145	4.47548322231306	5.11574748873562	8.31336605928695	5.79547027165926	44.318779256862	5.6444537216745	6.41745383517416	6.35583948014925	6.38224716788255	3.2622298958256	3.21066743985465	3.21113896274102	3.13717858394687	3.21446331106451	3.84999873331375	6.3785990747362	6.3344340440043	6.37664998104327	6.40637530834944	3.21074900284726	3.15472399099949	6.39528380468691	6.40129139154383	6.42425601355962	5.96785746931626	3.35252657200336	6.24682746317647	5.97550403953037
docosanol	3.28854967871208	6.31848737538211	0	4.07603918221638	6.36874274171224	7.18430598836277	4.85313233148617	5.13623730232824	0.130702004035519	0.165994243944751	0.186703454580747	8.09504576384482	20.8398963220301	23.2068036566939	0.116089174909201	0.0764580848782938	7.92236578916425	4.20171048820971	6.86376874800215	6.66544668732692	5.13843972730551	6.70462153576766	10.1054171883801	4.99243537841081	5.06995504091897	5.68005901462355	9.07842070480081	6.43051691006823	6.2645872759072	4.5376681905749	6.62642660141313	9.27764136716107	6.45387323605162	6.59241467820456	6.11674811126374	7.6731179260431	8.35194359617678	6.43611097453235	4.67906239030321	6.78543485269089	6.53450998313117	6.44011467143636	6.47065992365191	2.92824886593915	6.09018972577298	2.89417952505838	2.89147695185772	0.162818962831142	0.152055936485855	7.0157514163224	9.43743993354324	0.0537304653446377	0.0487531710263587	0.0498347291252635	7.90538263754565	9.06737977149774	7.92734884681546	7.86366357257074	12.8784667150399	7.22278431046676	0.0839919476468799	0.128996505456335	0.108413737756701	0.0908420944878848	0.104106255643188	6.03249196593774	6.08153771158723	5.24428528685003	0.179107438428303	5.90578833783737	3.69663126706237	6.30928365616574	5.83871395147638	4.18102319279038	5.92589890600248	6.53935506826149	10.7291391326892	6.77967978188543	44.4877009214083	0.998703851131362	0.166431885187727	0.11614884566368	0.128767749174069	6.59703794032752	6.48245520430173	6.48268879872526	6.42352275199032	6.48433612648536	5.52673324969411	0.124020030108966	0.102691676193677	0.123482686509233	0.152241843551027	6.48249560167353	6.48292606900534	0.14094831006426	0.176926677078114	0.174793226540463	0.586677332164489	6.17345976229357	0.206503937672776	0.568790884775853
rrbutanediol	2.88581163441251	5.52890302080942	4.07603918221638	0	5.53162178739298	5.97417999420477	3.83997288504053	3.41307385970629	4.08518666961171	4.0956563099884	4.09825799057673	8.64969191827814	21.0874302113586	23.4796681166862	4.07318581932323	4.07884255059145	7.72000384978217	3.84731865285074	6.65886708435178	6.54620362798669	5.28544519029499	6.49080042671009	9.76842225397511	5.11204762682556	4.90050352497548	5.43430585344712	9.02170900283451	6.09826158182401	5.70446649745296	3.96278829707328	6.64407131907401	8.80008532087779	5.99011632083233	6.23331820055777	6.02480414278536	7.44320662571197	8.08622685391336	6.00621104148855	3.88599163621362	6.41874130328933	6.03783526038004	5.96164928541595	6.0576945474195	4.52794836478786	6.95625109383757	5.35554140733406	5.35514828003625	4.08663232863069	4.08708472905374	6.45616851582442	9.10037449594896	4.08060042580317	4.07276004764699	4.07978712660115	7.40261378687014	9.46045520921963	7.39919419796913	7.33232317694684	12.7011591943232	6.71068190155694	4.08295514757902	4.09273907746172	4.09077932627881	4.09024734458006	4.0890765585442	5.09320203646022	5.79578985097319	5.38396115542613	4.09516569263578	5.53647503421794	2.68587198041406	6.3524266927251	6.14618074482939	4.41029279241169	6.28437378685015	6.64352852872864	10.9874969567786	7.77702661394716	44.5285733527912	4.13785010926328	4.09142694975312	4.07176280181513	4.07907639796945	6.14271818532828	5.99708495099777	5.99685304798302	5.91850261870126	5.99884926262781	6.13686407171631	4.0760351799138	4.05765869058651	4.07649765269111	4.08601025623135	5.99701355323257	5.97827544025615	4.08341805092547	4.08618009801163	4.09392035627126	3.98706535116695	6.24522560294992	4.10900368149991	3.97833213362869
phenylethanol	4.59984313174889	3.56158894271656	6.36874274171224	5.53162178739298	0	4.02719394537227	4.59687443621531	4.93789605878546	6.41373796526685	6.44079522265207	6.45669557564239	5.9549184104763	16.5178837867314	18.9113950880765	6.34648817578208	6.34432420811699	3.82794011266055	5.15537733612553	3.32001003006525	3.41100577601262	4.08714984752256	3.40599559361962	5.97695348620123	5.07957346004662	3.72226249573249	4.63232128204841	4.7074773066198	3.74106304718927	3.48938426579877	4.54702220283254	4.80912770929266	4.93604228085412	1.36436400546904	4.37514849430522	4.18410833756778	4.16152556505806	3.14163911418484	1.43666827496166	4.35722126957893	4.58806978089269	1.33655194778611	1.23338947002928	1.42504587462667	4.77471975821496	4.46881906074309	5.61575052433479	5.6186000570263	6.43578829756267	6.43327818750634	4.61777152054761	4.99719151474162	6.3804134352071	6.33709032717658	6.38065744425323	4.3068450104428	6.34899706042678	4.25278451477869	4.21455659423956	8.21586302930512	4.28346519597441	6.38764783564701	6.41938687198339	6.39090754657781	6.38434296127539	6.38985133253871	1.59781227174972	2.0635761642489	4.82279975656652	6.44869711825942	4.66232540179174	6.18418674737857	4.81388760063512	5.65194030177878	5.67457277889113	4.99319747967239	4.63903408606151	9.53678201978469	6.43563388970135	44.5525266015082	5.74568718913631	6.44404518691853	6.3761032800796	6.41425756579605	4.14675885742551	4.18437273215069	4.18410052036299	4.20560046788695	4.18693433177592	4.94565343066683	6.41205814661446	6.37524302176515	6.41067400262777	6.43530305744432	4.18428469771548	4.15560483108869	6.42428613650267	6.43009087456873	6.44985013510747	6.06278245196775	4.45487915211209	6.3073268477833	6.08250308236604
glycerol	5.69401234504963	4.64408210593253	7.18430598836277	5.97417999420477	4.02719394537227	0	5.98005815007095	5.40544044651507	7.21747422267229	7.23881704200098	7.25133830449369	7.15096254496717	17.7406849981889	20.001362900779	7.15147746211042	7.16114620275251	5.95310181150018	5.47876102479519	4.14628262741769	4.13733228033589	4.97249743220321	4.27221324306059	7.57998781828372	6.23265872086941	4.52706630307897	4.40018654207875	5.68800486942408	4.75379048283424	4.85636283994965	5.98661452412976	6.44651408013705	6.45533080770043	4.48968045834528	5.78704490287246	4.40296289521762	5.18311987441695	5.39531814851099	4.44229165523293	5.42322712031782	5.9203947122284	4.40388914998967	4.4516280451179	4.50539034798341	6.19216351902528	6.50471938343248	6.6464447011794	6.64942485105364	7.23078782137968	7.23446301873793	5.97453110694895	6.17859828013914	7.19454232152386	7.16258325063044	7.19490514262681	5.84496116469635	7.7658545581455	5.83942619735033	5.80934272808989	9.16877637414256	6.33674649406037	7.20285511299255	7.22570499884197	7.20756093505166	7.20118265290915	7.20675181147372	3.77126599547854	4.45973805100948	6.24910011494047	7.24557723947634	5.15810321467489	6.16961119562837	5.39027854581659	6.86003412428154	6.36966719106124	6.13178587169186	5.82517703841688	9.97495102757975	7.72923031587919	44.4408520581007	6.7776671095826	7.24267395614728	7.19461620128666	7.22056544373294	6.14858812929167	6.05533009008547	6.0551276643965	5.9587534991091	6.05709259519125	6.56383540678741	7.2178028488845	7.19098937686619	7.21629718555744	7.23497863505399	6.05526582950991	6.01609765049647	7.2293608468845	7.23220593608604	7.24637818662078	6.98660203359372	6.32264895754885	7.15155464422832	6.98092106625302
methylbutanol	3.17106170650667	4.10843520981013	4.85313233148617	3.83997288504053	4.59687443621531	5.98005815007095	0	3.21554632464313	4.90147651433773	4.92252623398925	4.93287653101616	7.08794475010186	19.2486601680084	21.5956175506226	4.8441110039179	4.85440447111462	6.07599010829573	4.75575080325561	5.59549698607027	5.75499389093148	4.79690162171343	5.34761326026478	8.39332980725604	4.00874883649767	4.20356780114584	5.82554011770403	7.77950726654364	5.28576957374473	4.54019390714443	1.77713396113751	4.75387438598079	7.41038309685663	4.88685003671108	4.63664081400279	5.77482485930001	6.29271019255692	6.72046456951264	4.9137628401619	2.97474877027088	4.91178468067329	4.87924143970505	4.85191348303135	4.90057005289409	4.22115669733641	5.33974778970221	4.9693641606302	4.97026697518409	4.91697965670614	4.90668616406509	4.91990607943983	7.5955374698931	4.86700645274935	4.83126189327608	4.86616709512567	6.14548339415535	8.02706297812667	6.14201162112969	6.08705854357529	10.9394624599728	4.66197934681832	4.876966587703	4.90350606052646	4.88211683445139	4.87663759579372	4.88080433499526	4.56708130177586	4.94498813955889	3.94718024689676	4.92808769064306	5.34043238191359	4.75337372073818	5.65762850133163	4.66331001343065	4.51893853851706	4.83152423826	5.74153665504017	9.42931949941774	6.65612075251267	44.1560044739989	4.44570091419533	4.91738613243078	4.87341433383107	4.88730508587119	4.0285934711141	3.83326069039227	3.83294973569615	3.78644646490263	3.83604910156452	4.33425588761639	4.88427955510933	4.84623372292941	4.88294441492653	4.9080625758954	3.83316131219872	3.8418082794783	4.89803662858204	4.9035293039805	4.92341590167205	4.54459440203417	4.19894744814211	4.8227379076944	4.5547495481844
isobutanol	3.63857431173877	4.67670981937374	5.13623730232824	3.41307385970629	4.93789605878546	5.40544044651507	3.21554632464313	0	5.16082065417891	5.17546186358656	5.18138445267533	8.10549552045198	19.9739047355551	22.3597478996026	5.12603594947012	5.13273629726423	6.97239750449999	4.43149412906976	5.7765008362627	5.87894012801804	4.98264480189698	5.49728482138241	9.08681721202747	4.83513462041488	4.46646923734003	5.477079113129	8.21131452112016	5.40511500231204	4.93958160210129	3.57435145536569	6.11508374143838	7.94509828518952	5.42306296179824	5.08692184590014	5.82960670824651	6.56403868852993	7.28996082830284	5.42810940248551	2.59784151277709	5.28741898939955	5.42826833603684	5.39160261906579	5.46443813406341	5.01544338472093	6.54922837153274	5.70589068408243	5.70657772899806	5.16848036059573	5.16507378838953	5.29111540458615	8.04852956149738	5.14354061651185	5.1231473464596	5.14299374736795	6.8066756253396	8.86018699408422	6.78920711365081	6.7296505787732	11.5853016119438	6.14607699138416	5.15015265218674	5.16618421592799	5.15535613829	5.15220509525409	5.15423326655246	4.62336784220148	5.32596662633156	4.97995286902317	5.1786503046759	4.83953137953881	3.92926433136232	5.61224022893314	5.6967965065024	5.02135684333485	5.75239396304383	5.85225148683571	10.3927531808777	7.7056669669014	44.1483225140827	4.9631038181139	5.17192918960809	5.14378839441214	5.15256287120616	5.62348702421474	5.47063915401321	5.47040856833303	5.4039972983602	5.47258635289265	5.81684253958669	5.1499403670658	5.12494619781766	5.14926782388721	5.16533813749526	5.4705664730925	5.45948386115201	5.15978674494482	5.1631699263105	5.17577685054752	4.95559401157483	5.76679023012467	5.13840411436467	4.95417119597519
s_reticuline	3.31569323798528	6.38834947466931	0.130702004035519	4.08518666961171	6.41373796526685	7.21747422267229	4.90147651433773	5.16082065417891	0	0.0431523211563189	0.0657585129167727	8.19308590399411	20.9055840262687	23.2778935400166	0.142296101193744	0.113572329248056	7.98398003043708	4.19614589920099	6.92235906681959	6.71755211971428	5.17218546230215	6.76309513608588	10.1565701059399	5.05469544674608	5.12031141740119	5.6830515866522	9.13821400971391	6.4802985782081	6.31535831796575	4.58171936506076	6.70653276656349	9.335833596611	6.49975363507367	6.65935386739922	6.1400429396452	7.73194908365811	8.40653794250943	6.48172387935478	4.70998572251074	6.85054546699405	6.58369989225578	6.48646501704377	6.52017220172474	3.02018721013787	6.1752861046681	2.94739577854047	2.94462370922906	0.0404314770499229	0.0389670638955082	7.0833551992774	9.50703609213569	0.0847160717986784	0.156027306206724	0.0881216102766699	7.99643975246056	9.16885535920047	8.01750782246119	7.9536979853833	12.9556704484081	7.29574052474829	0.0553366819559125	0.0267226893466696	0.0538737735103577	0.0665981442967345	0.0531417102664495	6.06703993267427	6.1218285732482	5.30580450577625	0.0551606434638506	5.9334990633213	3.67083508563182	6.35041402810189	5.90053034623261	4.25138273852437	5.98889962229959	6.57977723601196	10.8123904887093	6.89840900776794	44.4912474839872	1.10749203166267	0.0479169434992265	0.0641650246781057	0.0433702996434579	6.6710415818347	6.55866558467113	6.55889646480338	6.50026811294029	6.56052465707851	5.61289429047197	0.0481865172520251	0.11140312365487	0.0487222634514972	0.0395159959690309	6.55870551263642	6.55856738406543	0.0375045659793025	0.0847746972768107	0.0552478075676407	0.679507373986495	6.25327239871934	0.302170009061197	0.663048464495676
psilocybin	3.33286927698588	6.41723974212017	0.165994243944751	4.0956563099884	6.44079522265207	7.23881704200098	4.92252623398925	5.17546186358656	0.0431523211563189	0	0.0242369424126365	8.22865751253551	20.931792366635	23.3047973766868	0.170430827696668	0.151281699164043	8.01122252304527	4.20553376726112	6.94884777752502	6.74206704432842	5.19038378296041	6.78900898131021	10.1817715358408	5.07603612693779	5.14358687962021	5.69573259640631	9.16554029704868	6.50391535066778	6.34032416358231	4.6030856488722	6.73536313576004	9.36295180304375	6.52707636652903	6.68408281623631	6.15892099087201	7.7576804629283	8.43441811712333	6.50903774956672	4.72779664800213	6.87485650050677	6.61190968556959	6.51397894603739	6.54865677377632	3.0606025932345	6.2090990300445	2.96215806144755	2.9593454990667	0.023687635650166	0.0342784289870861	7.10875329857134	9.53642924530079	0.119272826315908	0.192609224467015	0.122529907918745	8.02735399395377	9.20135061368495	8.04837634801717	7.98455613098729	12.9855266049858	7.32555408013616	0.0916133240874878	0.0414134425545707	0.0800453302207972	0.0971858478176541	0.0817853348594478	6.09169917004395	6.14822013972849	5.32868526824868	0.0175427453363949	5.94910613629287	3.67103702158517	6.36813156759749	5.9214104288217	4.27904716348692	6.01159468503126	6.59791011606409	10.8371754624223	6.93421479860236	44.4923155032723	1.14412865845885	0.0224246624245607	0.101407030785162	0.0644793018835646	6.70055797369192	6.58806055311526	6.58829035603289	6.52971141202962	6.5899112858612	5.64493220560408	0.0723183663488993	0.14527352555229	0.0727998519901116	0.0349519518681812	6.58810030292886	6.58798963250132	0.0482816425925659	0.0856808615679381	0.0213600744591193	0.717418928433334	6.28390500230771	0.329039402163578	0.701061961763969
